"","C002","C004","C005","C006","C007","C009","C010","C011","C012","C015","C016","C017","C019","C020","C021","C022","C024","C026","C028","C029","C030","C031","C032","C033","C034","P002","P012","P014","P027","P034","P037","P038","P041","P042","P049","P056","P058","P060","P064","P065","P070","P080","P085","P086","P089","P092","P099","P113","P013b","P100b"
"Bin.1.18"," 0.136803072","-0.414657210","-0.499882293"," 0.866473224","-1.209758964"," 0.162213447","-0.550609627"," 0.528239179","-0.325482473","-0.429962748","-0.089973770","-0.874368099","-0.780846931"," 0.008887135","-1.008050427","-1.076938311","-0.830234179","-0.831895984"," 1.028547939","-0.453245407","-0.571692513","-0.094755710","-0.425925851"," 0.258563709","-0.040596634"," 4.071275044"," 0.498793766","-0.296875706","-0.207291315","-0.145916431","-0.536290917","-0.317342715"," 0.020912592"," 0.261988838","-0.144679128","-0.817521491","-0.706274812","-0.818297419"," 0.922806056","-0.179583960"," 0.999748757"," 3.566771037","-0.043877662"," 1.066066515"," 0.325356681","-0.694734094","-0.957517969"," 1.416569738"," 0.320308749","-0.085244726"
"Bin.1.14","-0.36708460","-0.07503026"," 0.41425669"," 0.55589023","-0.75750173"," 0.24344783","-0.49965988","-0.38017581","-1.22856350","-0.31960687","-0.33527282","-0.70311252","-0.56735276","-0.99124576","-0.69849340","-0.77091906","-0.77379968","-0.60511547"," 0.59152816","-0.10338026","-0.56976242","-0.82711403","-0.13198729"," 0.26903343"," 1.00559634"," 5.81394938"," 0.83239310","-0.21740908","-0.18826448"," 0.04001475","-0.57216957"," 0.14377679"," 0.55659687"," 0.33729008","-0.81189195","-0.34253404","-0.08783849","-0.50287334","-0.15167296"," 0.16288014","-0.30083561"," 0.66949090"," 0.30876687"," 0.40190412"," 0.77402195"," 0.01173546","-0.70311252"," 0.05166583"," 0.66230599"," 0.73723527"
"Bin.1.10","-0.81815563","-0.13395342"," 0.37916029"," 0.07398207","-1.31610848"," 0.39944903"," 0.13458148"," 0.52669819","-0.89836584"," 0.30570724"," 1.56345207","-0.69159046","-0.49465568","-1.46232071","-0.33237373","-0.89434768"," 1.39674393"," 0.42043752"," 1.70298777","-0.54172062","-0.30860660"," 0.04928578","-0.25264907"," 1.07992448","-0.17711584","-1.77005318"," 1.70435432","-1.06692373"," 0.08209651","-0.02654936","-1.75522927","-0.77205507"," 1.15945466"," 0.61246902","-1.01463574","-1.53699803","-0.81111927"," 0.28339409","-0.12845764"," 1.60634674","-0.57281001","-1.37226840","-0.63663894"," 0.55514824"," 1.99215157","-0.22791381","-0.17464121"," 1.10288477"," 1.47506005"," 1.58248758"
"Bin.1.06","-1.19343364","-0.26921508","-2.18797586"," 0.37536594","-1.01962128"," 0.38209787","-0.52180449","-0.40467601","-0.19955946"," 0.39970475"," 0.91151557","-1.05517507"," 0.71233747","-1.49916632","-0.23836963","-1.02818205","-0.30110718","-0.37585613","-0.38813519","-0.34320844","-0.95336058","-0.72896572","-0.26362939"," 0.71500952","-0.86561627"," 0.43288522"," 1.84750770","-0.39497545","-0.17076596","-0.21560767","-1.12365051"," 0.01199520"," 1.17921153"," 0.73825835"," 0.05933983","-0.95672775","-0.82076995"," 0.05559133"," 0.49763200"," 0.88504197","-0.36687657"," 1.56683466"," 0.39158438"," 1.06470330"," 1.63591072","-0.14163370","-1.55246165"," 1.24948542"," 3.09591306"," 1.37260124"
"Bin.1.02","-0.92312859","-0.55374103","-1.31861320","-0.95205936","-0.07898040"," 0.18825924","-1.12189343","-0.90814063","-0.91251379","-0.62482795","-0.63709764","-0.90307498"," 0.07799016","-0.85995218","-0.22387886","-0.92575984","-1.18740429","-0.65869732","-0.66266552","-1.06773735","-0.71440388","-0.61473468","-0.50175530","-0.54227183","-0.34029985","-1.19282537"," 1.87859064","-0.03728775"," 0.29242702"," 0.45540184","-0.63438656"," 0.77534975"," 1.38470721"," 0.91797894"," 0.65182979","-0.18604608","-0.17132263"," 0.41144781"," 0.88064798"," 0.93503686"," 0.06261422"," 2.05922109"," 1.39022088"," 1.56338233"," 1.62431332","-0.35548736","-0.98282431"," 1.02075580"," 2.54165445"," 1.68198264"
"Bin.0.98","-1.18008335","-0.53121147","-1.19852376","-0.26140555","-0.74325813","-0.19594071","-0.80633199","-0.63444256","-0.76841905","-0.60288361","-0.42738384","-1.12630292","-0.11453685","-0.89046681","-0.60077394","-0.91665444","-0.84194455","-0.56493580","-0.56273709","-0.98140274","-1.05206725","-0.32196403","-0.71317809","-0.57081175","-0.67959099","-1.09923112"," 1.83179907"," 0.47166487","-0.03109286"," 0.39022956","-0.84416966"," 0.94868838"," 1.04618286"," 0.62928049"," 0.91039556","-0.03876824"," 0.02764898"," 0.53381549"," 0.69586097"," 1.04571145"," 0.03368284"," 2.28414423"," 1.38604696"," 1.91859673"," 1.26431678","-0.53347206","-1.08353489"," 1.43376239"," 2.11983352"," 1.94585898"
"Bin.0.94","-0.78269413","-0.59229354","-1.17243057","-0.49928249","-1.12864596","-0.58250851","-0.84847587","-0.57856104","-0.90396539","-0.75373412","-0.60222854","-1.25883040","-0.38336815","-1.14400343","-0.99897203","-0.84786205","-0.88972471","-0.86419672","-0.73509670","-0.95512199","-1.03106621","-0.54481958","-0.71976600","-0.06408905","-0.84582474","-0.21947298"," 1.74581904"," 0.90905507"," 0.14679025"," 0.46027862","-0.85868423"," 1.02329519"," 1.18634854"," 0.49237554"," 1.33388341"," 0.17219087"," 0.46841671"," 0.65931642"," 0.84252750"," 1.23698659"," 0.25974239"," 1.29456302"," 1.83563045"," 1.99735344"," 1.10033302","-0.54159856","-0.75722587"," 1.53596095"," 1.58658956"," 1.81708698"
"Bin.0.90","-1.09528718","-0.13583592","-1.09944426"," 0.42125440","-0.77521620","-0.64170874","-1.05185960","-0.54129521","-0.54701224","-0.37294413","-0.28696356","-1.25393211"," 0.07554873","-1.25462719","-1.00142676","-0.56546046","-0.99415868","-1.40442548","-0.49627403","-0.99241263","-1.06505151","-0.49523768","-0.29647232"," 0.21998866","-0.01669902"," 0.01030570"," 1.66939846"," 0.71594291","-0.35093822"," 0.09999451","-1.39050579"," 0.66926477"," 1.18590021"," 0.36709167"," 1.05920719","-0.31061753"," 0.04355413"," 0.50865771"," 0.74653357"," 1.03826862"," 0.16893963"," 0.71974976"," 2.02474452"," 1.96505710"," 1.08385331","-0.88600804","-1.08771719"," 2.46244603"," 1.32899287"," 1.82483720"
"Bin.0.86","-0.39161124","-0.17186403","-0.57893969","-0.50035470","-0.85925634","-0.77372881","-0.81891813","-0.69917913","-1.09806760","-0.42066858","-0.42412073","-1.11469909","-0.74377041","-1.22718053","-1.07302905","-0.93919979","-1.17314806","-1.53939083","-0.27075497","-1.02164003","-0.57322954","-0.45570715","-0.43706107"," 0.31255875"," 0.27135871"," 0.20016013"," 1.82094054"," 0.80457924","-0.32651511"," 0.32733215","-1.32381498"," 0.82039049"," 1.38916632"," 0.62613785"," 0.94334948","-0.23095500"," 0.19642344"," 0.48288969"," 0.88755763"," 0.85160621","-0.03189758"," 0.17153982"," 1.98557251"," 1.88121580"," 1.33317333","-0.49325028","-1.12853025"," 2.32979287"," 1.51856980"," 1.68616795"
"Bin.0.82","-0.9184103","-0.5730230","-1.0607031","-0.5346348","-1.0137496","-0.5561834","-0.9727968","-1.3508108","-1.0553879","-0.6763658","-0.8177685","-0.7121626","-0.3177614","-1.0228928","-0.2203748","-0.7290324","-1.5208848","-1.1794363","-1.0429701","-0.9288312","-0.4608489","-0.9121653","-0.7119600","-0.1413846","-0.7323645","-0.4532589"," 1.8597909"," 0.7785661"," 0.2782991"," 0.6667160","-0.5318765"," 0.8535385"," 1.7485146"," 1.0963945"," 0.6887014"," 0.3123671"," 0.4012131"," 0.6392264"," 1.1995259"," 1.0628184"," 0.1419708"," 0.2537266"," 1.8138189"," 1.6435526"," 1.7155648"," 0.2048285","-0.6388682"," 1.0330825"," 1.7191085"," 1.6755822"
"Bin.0.78","-0.84936159","-0.49707247","-1.09655760","-0.34884021","-0.96499149","-0.33651277","-1.13402406","-1.04591725","-0.91042785","-0.84116259","-0.72716284","-0.80659309","-0.11803348","-0.64965428"," 0.04169724","-0.23464899","-1.22501787","-1.29199615","-1.13516542","-0.97663527","-0.51856474","-0.97719705","-0.84194657","-0.75412953","-0.18623619","-1.29651280"," 1.98025518"," 0.52918547"," 0.34507382"," 0.75420927","-0.44887602"," 0.93517384"," 1.84452780"," 1.16081074"," 0.60801237"," 0.38476605"," 0.24062496"," 0.65188249"," 1.46576724"," 1.06676306"," 0.11905084"," 0.19697658"," 1.54334093"," 1.60633503"," 1.86255071"," 0.15449937","-0.63154314","-0.24529975"," 1.81900795"," 1.77957017"
"Bin.0.74","-0.064456197"," 0.123888735","-0.140511256"," 0.117897069","-0.160922105"," 0.027210081","-0.057892455","-0.164379736","-0.131675147"," 0.011353484"," 0.033213103","-0.132454514"," 0.267158225","-0.081837605"," 0.128049762"," 0.159824097","-0.275320537","-0.115754336","-0.427223974","-0.092581894"," 0.009549783","-0.103452072","-0.056765188","-0.122747842"," 0.216106200","-0.031856430"," 0.607470281"," 0.331887127"," 0.202949561"," 0.331518560"," 0.053364823"," 0.364303403"," 0.616917898"," 0.442540929"," 0.189467429"," 0.187536854"," 0.167331273"," 0.282232590"," 0.472613693"," 0.366248747"," 0.171123954"," 0.149955127"," 0.425806900"," 0.472245798"," 0.594890463"," 0.193657011"," 0.032737489","-6.709909998"," 0.581160177"," 0.537530658"
"Bin.0.70","-0.05183354","-0.21758657","-0.27986317","-0.04476172","-0.14735550","-0.04188487","-0.08696445","-0.32414175","-0.26036435","-0.02459372","-0.00965652","-0.11039015","-0.31516531","-0.09849795","-0.06889295","-0.14712310","-0.19213860","-0.15831029","-0.20081698","-0.11185415","-0.07181337","-0.09203810","-0.07718703","-0.03651121"," 0.13743989","-0.38547223"," 0.75848017"," 0.30364999"," 0.33710631"," 0.42576693"," 0.08207416"," 0.48515663"," 0.74367110"," 0.58370705"," 0.23603844"," 0.25595612"," 0.21637897"," 0.33632140"," 0.58375987"," 0.52656965"," 0.26211542"," 0.28082816"," 0.52353777"," 0.59928132"," 0.75306903"," 0.34297951","-0.10381253","-6.53655076"," 0.75151847"," 0.67017453"
"Bin.0.66","-0.112386343","-0.259516677","-0.136285791"," 0.030934339","-0.115583372"," 0.001176085","-0.029266338","-0.164967464","-0.274594785","-0.034341748"," 0.001176085","-0.192223029","-0.128098122","-0.137132995","-0.100004368","-0.159179346","-0.382210138","-0.088884400","-0.791006239","-0.057148804","-0.036450726","-0.101946203","-0.065250231","-0.085101022"," 0.141928516","-0.319844320"," 0.794790894"," 0.288924321"," 0.354741404"," 0.397778566"," 0.019331817"," 0.492369031"," 0.795127857"," 0.622692008"," 0.220765961"," 0.239859898"," 0.176706380"," 0.308847993"," 0.626430676"," 0.554122917"," 0.281754346"," 0.290178679"," 0.508436228"," 0.589345292"," 0.785766778"," 0.302320144","-0.029540035","-6.481322854"," 0.774366466"," 0.682412665"
"Bin.0.62","-0.123926927","-0.654792278","-0.036838425"," 0.136894204","-0.107242847"," 0.069321907","-0.073807138","-3.805896678","-0.338492479","-0.038023352","-0.178793010","-0.178053350"," 0.156628431","-0.018224639"," 0.032907729","-0.015686934","-0.012097592","-0.165345582","-0.433874971","-0.003374127"," 0.013623189","-0.196714086","-0.025957460","-0.162238672"," 0.183723315","-0.375650990"," 0.792457492"," 0.384280429"," 0.435907007"," 0.431733094"," 0.326856930"," 0.531522050"," 0.792770537"," 0.666143322"," 0.221133571"," 0.333481424"," 0.319480225"," 0.391453968"," 0.685722748"," 0.602974015"," 0.383857306"," 0.420090561"," 0.516706115"," 0.612397703"," 0.809331783"," 0.393705824","-0.015941675","-5.160861482"," 0.776977299"," 0.699752515"
"Bin.0.58","-0.698903471","-0.110844289","-0.028861596"," 0.231244297","-0.200133962","-0.057965983"," 0.040965231","-3.802279369","-0.123240782","-0.070045824"," 0.103484913","-0.237079895"," 0.204827042","-0.010226279"," 0.069514432","-0.007685639","-0.144876745"," 0.104720131","-0.426357377","-0.070637215"," 0.053218059","-0.396545028"," 0.017312655","-0.013622314"," 0.059608673","-0.093602538"," 0.758529077"," 0.340058028"," 0.340706992"," 0.415618286"," 0.199866743"," 0.480592451"," 0.738535428"," 0.644445252"," 0.197849086"," 0.176519889"," 0.222611419"," 0.337106460"," 0.608362984"," 0.549884830"," 0.364651216"," 1.039244457"," 0.381671790"," 0.518399733"," 0.778908846"," 0.364689256","-0.047938619","-5.192252068"," 0.743030978"," 0.646920360"
"Bin.0.54","-0.470859261","-0.291187975"," 0.009883256"," 0.163607167","-0.168169251"," 0.090694423","-0.076595469","-3.697078361","-0.088232108"," 0.008649998"," 0.177148338","-0.137091731"," 0.136144146","-0.081811325"," 0.082474310","-0.079170114","-0.110724572"," 0.173678196","-0.403348148"," 0.008035195"," 0.062403167","-0.156513627","-0.068375375"," 0.124891567"," 0.065178420"," 0.284684771"," 0.770068670"," 0.458065755"," 0.383154547"," 0.423956492"," 0.031821729"," 0.454045901"," 0.731328477"," 0.620260582"," 0.167309920"," 0.105222900"," 0.128213901"," 0.264077820"," 0.597613397"," 0.554765871"," 0.351988755"," 0.415963606"," 0.411743239"," 0.459545911"," 0.793370516"," 0.374452239","-0.009948967","-5.395074135"," 0.742096727"," 0.607640508"
"Bin.0.50"," 0.08461577","-2.34483798"," 0.39374583"," 0.24325727"," 0.18373262","-0.36823087","-0.37388653","-2.43978854","-2.09986150","-0.37687078","-0.32914664"," 0.20517977"," 0.22430455","-0.06505702","-0.02833537"," 0.08571124"," 0.22337625"," 0.21430736","-0.36332515"," 0.31410762"," 0.21653895","-2.13986988","-0.36823087"," 0.12940478"," 0.30558935","-2.50616667"," 0.87696006"," 0.68917810"," 0.57904051"," 0.62549965"," 0.43152841"," 0.63293347"," 0.84100906"," 0.80048014"," 0.30376383"," 0.27684224"," 0.38221897"," 0.49923738"," 0.77312841"," 0.73764790"," 0.58188696"," 0.56815700"," 0.66158678"," 0.60464972"," 0.90429621"," 0.57667735"," 0.36957397","-3.33540730"," 0.86584103"," 0.73300657"
"Bin.0.46"," 0.23008639"," 0.32994346"," 0.12765499"," 0.30244347"," 0.15404430"," 0.38333368"," 0.17834463","-2.26172631","-2.06849024","-2.07358640"," 0.31189942"," 0.17574562"," 0.19509711","-0.35905131"," 0.17834463","-0.35721492"," 0.19415781"," 0.42387691"," 0.03834412"," 0.41378138"," 0.18723945","-2.10897357","-0.31630359"," 0.03652080"," 0.21478923"," 0.08065838"," 0.89286825"," 0.68839865"," 0.58756330"," 0.50497468","-2.11879990"," 0.62531077"," 0.83069911"," 0.81569629","-0.33590524"," 0.37607355"," 0.40953410"," 0.52513565"," 0.78062502"," 0.75592600"," 0.63266364"," 0.53291386"," 0.61928443"," 0.57346409"," 0.92891271"," 0.56408069","-2.08963349","-3.33065418"," 0.90338084"," 0.71652772"
"Bin.0.42","-0.32766192"," 0.35296124"," 0.30196908"," 0.32576647"," 0.17901436"," 0.20872135"," 0.29023480","-0.25785120","-0.29978233"," 0.28723919"," 0.39698052"," 0.05143001"," 0.30680161"," 0.01725477"," 0.05399993","-2.14100704","-2.04252370"," 0.35866089"," 0.21364432"," 0.19962488"," 0.06279523"," 0.08599907","-2.03256325"," 0.29903104"," 0.43612328","-2.22837938"," 0.86815597"," 0.68478114"," 0.70491714"," 0.52604981"," 0.39381811"," 0.65667697"," 0.80606592"," 0.83332275","-0.30549729","-1.98618393"," 0.39246204"," 0.37643676"," 0.80453264"," 0.74672642"," 0.49022978"," 0.52053020"," 0.42436642"," 0.68739031"," 0.90935910"," 0.54529321","-2.42505152","-3.27491054"," 0.89992216"," 0.62212322"
"Bin.0.38"," 0.137873724","-0.207289883"," 0.475210477"," 0.035467083"," 0.268932873","-0.200930887"," 0.344490238","-0.163492005","-0.022101836"," 0.411943730"," 0.579700958","-0.211826799"," 0.270772057"," 0.055167268"," 0.185473788","-3.108901451"," 0.009179951","-0.002811119"," 0.117734717","-0.016002884"," 0.000139540"," 0.146016150","-0.200930887"," 0.000139540"," 0.392114607","-0.596199318"," 0.783622004"," 0.608838212"," 0.578424414"," 0.519823719"," 0.240603013"," 0.520772482"," 0.735069473"," 0.785345077","-0.683468639","-0.718922336","-0.218499126","-2.926863394"," 0.683063340"," 0.679851390"," 0.483215344"," 0.408039691"," 0.318912768"," 0.552299444"," 0.864814710"," 0.467844160"," 0.120741631","-4.621517605"," 0.847348536"," 0.270772057"
"Bin.0.34"," 0.3354371","-2.1191583"," 0.4805936"," 0.3186179"," 0.3483355","-0.2457645"," 0.2803988","-2.1548110","-0.2604677"," 0.2771766"," 0.5827931"," 0.1173140"," 0.2982186"," 0.3346544"," 0.1200784","-0.2892824","-0.2350797","-2.1252884"," 0.1314785"," 0.2767200"," 0.3836463","-0.2175213","-0.2457645"," 0.2898603"," 0.4129517"," 0.1764887"," 0.8760209"," 0.8651221"," 0.6378606"," 0.4918791"," 0.5372190"," 0.3413938"," 0.7201972"," 0.8805284","-2.4756809","-0.2954753","-0.2600223","-0.2771977"," 0.7607205"," 0.7435200"," 0.5227660"," 0.3677844"," 0.5765945"," 0.6542752"," 0.9606285"," 0.6907109","-2.4527276","-3.4855137"," 0.9557663"," 0.3920047"
"Bin.0.30","-0.066680317","-1.731535819"," 0.500203734"," 0.521629550"," 0.468002618"," 0.593650188"," 0.411138086","-1.839881487","-0.041579112","-1.593869806"," 0.317352497","-0.036674280"," 0.291860650"," 0.243863118","-0.034367490","-1.912012964","-0.020328733"," 0.417047140","-1.740301333"," 0.486559529"," 0.284865165","-0.005632003","-0.029272197"," 0.419057596"," 0.309392244","-1.643783291"," 0.902645731"," 0.822061935"," 0.728794579"," 0.588151768"," 0.825447438"," 0.596391732"," 0.765901240"," 0.834957345","-1.796860901","-1.871507116","-0.041206241"," 0.468349896"," 0.823645935"," 0.813128817"," 0.614004782"," 0.484281762"," 0.679459304"," 0.744479822"," 0.970312965"," 0.650222964","-1.919751664","-2.742798002"," 0.986627955"," 0.504554670"
"Bin.0.26"," 0.1630167","-1.4312653"," 0.4359925"," 0.7010203"," 0.5801912"," 0.4819332"," 0.4772599","-1.5812828","-1.2294336","-1.2335829"," 0.7596547"," 0.1904570"," 0.2061676"," 0.4470056","-1.2360491","-1.2072963"," 0.2054048","-1.2414524","-1.2447753"," 0.4744443"," 0.1997873","-1.2623958","-1.3634398"," 0.6790075"," 0.6296507"," 0.6431594"," 1.0621080"," 0.9643359"," 0.8735955","-1.4301998"," 0.7965595"," 0.5748778"," 0.8817054"," 0.9875555","-1.2247125","-1.4874795","-1.2297757"," 0.5805088"," 0.9949316"," 0.9798090"," 0.7532157"," 0.5441447"," 0.7549100"," 0.7425811"," 1.1160586"," 0.4740954","-1.5315987","-2.2874857"," 1.1307394"," 0.7363406"
"Bin.0.22"," 0.35240767","-1.41031802"," 0.46867621"," 0.61761279"," 0.49116244"," 0.51675975"," 0.38344255","-1.69573958"," 0.07860268","-1.40699306"," 0.42211261"," 0.38122816","-1.42384744"," 0.05395565","-1.40957396","-1.37948349"," 0.09894002"," 0.09114266"," 0.09461058"," 0.08256674"," 0.09306119","-1.56557468","-1.41446461"," 0.51944790"," 0.54292295"," 0.68549352"," 0.99549921"," 0.88039463"," 0.83199939"," 0.63993034"," 0.89464536"," 0.56072925"," 0.91747830"," 0.91747830","-1.65456717","-1.63135515","-1.40300865"," 0.06520098"," 0.88604365"," 0.93256324"," 0.78114843"," 0.45343895"," 0.72731464"," 0.60780227"," 1.05677277"," 0.74068113","-1.71887324","-2.51728959"," 1.07189885"," 0.69592288"
